race_id,race_date,distance,rank,bracket,horse_number,horse_name,horse_id,jockey_name,jockey_id,sex,age,weight_carried,field_size,horse_runs,horse_win_rate,horse_place_rate,horse_show_rate,horse_avg_rank,horse_recent_win_rate,horse_recent_show_rate,horse_recent_avg_rank,last_rank,jockey_win_rate,jockey_place_rate,jockey_show_rate
202444123001,20244412,1200,5.0,3,3,ジンバブジ,2020103175,石川駿介,a021f,牝,4.0,54.0,14,20,0.8,0.9,0.95,1.35,0.8,1.0,1.4,1,0,0,0
202444123001,20244412,1200,6.0,8,13,マーカンエミーオ,2020100374,山本聡紀,a02b0,牡,4.0,56.0,14,20,0.45,0.85,0.95,1.8,0.6,0.8,2.0,1,0,0,0
202444123001,20244412,1200,7.0,4,6,ジョイスマイリー,2020101096,野畑凌,05630,牝,4.0,54.0,14,20,0.05,0.1,0.2,5.6,0.0,0.2,6.4,9,0,0,0
202444123001,20244412,1200,8.0,7,11,サウザンセーラ,2020104965,高橋昭平,a02d9,牝,4.0,54.0,14,20,0.45,0.7,0.85,2.15,0.6,1.0,1.6,1,0,0,0
202444123001,20244412,1200,9.0,5,8,ナックドバイ,2019103275,☆鷹見陸,05665,牡,5.0,55.0,14,20,0.25,0.45,0.5,3.6,0.2,0.8,2.2,2,0,0,0
202444123001,20244412,1200,10.0,6,10,ヤマトホープシップ,2017101312,仲原大生,05594,牝,7.0,54.0,14,20,0.75,1.0,1.0,1.25,0.6,1.0,1.4,1,0,0,0
202444123001,20244412,1200,11.0,4,5,エイシンペリドット,2020106256,▲千野稜真,a056c,牝,4.0,51.0,14,20,0.55,0.7,0.75,3.45,0.0,0.0,9.8,12,0,0,0
202444123001,20244412,1200,12.0,3,4,グローリーエックス,2018104315,山林堂信,a0105,セ,6.0,56.0,14,20,0.85,0.9,0.95,1.4,0.8,0.8,2.0,1,0,0,0
202444123001,20244412,1200,13.0,6,9,バーロット,2019106942,瀬川将輝,a02d8,牡,5.0,56.0,14,20,0.9,0.95,1.0,1.15,0.8,1.0,1.4,1,0,0,0
202444123001,20244412,1200,,5,7,ワイディドゥバイ,2018102776,和田譲治,05399,牡,6.0,56.0,14,20,0.7,1.0,1.0,1.3,1.0,1.0,1.0,1,0,0,0
202444123010,20244412,1600,1.0,2,3,フェブランシェ,2020103616,吉原寛人,05299,牝,4.0,55.0,16,18,0.0,0.05555555555555555,0.05555555555555555,8.777777777777779,0.0,0.0,9.6,11,0,0,0
202444123010,20244412,1600,2.0,6,12,マーブルマカロン,2020100818,笹川翼,05524,牝,4.0,53.0,16,20,0.0,0.0,0.0,9.25,0.0,0.0,11.0,11,0,0,0
202444123010,20244412,1600,3.0,7,13,スピーディキック,2019102512,御神本訓,05404,牝,5.0,57.0,16,20,0.0,0.0,0.0,10.4,0.0,0.0,10.8,10,0,0,0
202444123010,20244412,1600,4.0,2,4,シャンブル,2018100389,山崎誠士,05365,牝,6.0,55.0,16,20,0.0,0.0,0.0,10.1,0.0,0.0,10.2,10,0,0,0
202444123010,20244412,1600,5.0,3,5,グレースルビー,2017100967,達城龍次,05540,牝,7.0,55.0,16,20,0.0,0.0,0.0,10.55,0.0,0.0,10.0,7,0,0,0
202444123010,20244412,1600,6.0,4,7,ミスカッレーラ,2021102992,矢野貴之,05380,牝,3.0,55.0,16,11,0.0,0.0,0.0,9.818181818181818,0.0,0.0,10.8,11,0,0,0
202444123010,20244412,1600,7.0,4,8,カラフルキューブ,2019104537,西啓太,a02d7,牝,5.0,56.0,16,20,0.0,0.0,0.0,10.15,0.0,0.0,10.4,10,0,0,0
202444123010,20244412,1600,8.0,6,11,サーフズアップ,2020102978,笠野雄大,a0235,牝,4.0,56.0,16,20,0.0,0.0,0.1,10.05,0.0,0.0,10.8,11,0,0,0
202444123010,20244412,1600,9.0,8,16,フェルディナンド,2021103060,安藤洋一,a025f,牝,3.0,54.0,16,13,0.0,0.0,0.07692307692307693,9.076923076923077,0.0,0.0,10.4,11,0,0,0
202444123010,20244412,1600,10.0,5,10,メイドイットマム,2020102412,本橋孝太,05488,牝,4.0,56.0,16,20,0.0,0.0,0.0,10.6,0.0,0.0,10.8,11,0,0,0
202444123010,20244412,1600,11.0,7,14,ミルニュイ,2019100906,本田正重,05443,牝,5.0,55.0,16,20,0.0,0.0,0.0,10.25,0.0,0.0,9.4,11,0,0,0
202444123010,20244412,1600,12.0,3,6,プリンセスアリー,2021103314,張田昂,05549,牝,3.0,54.0,16,13,0.0,0.0,0.0,9.692307692307692,0.0,0.0,10.8,11,0,0,0
202444123010,20244412,1600,13.0,5,9,カセノダンサー,2019100297,藤田凌,05559,牝,5.0,56.0,16,20,0.0,0.0,0.0,10.55,0.0,0.0,10.8,11,0,0,0
